Reviewer_name,Review_rating,Review_title,Review_content,Is_verified,Helpful_count,Date,Review_id,Year,Month,Month_name,Review_length,Content_Sentiment,Title_Sentiment
ry,4.0,Can still crack!,"My ipad fell off my dorm bed and it cracked the camera :( This listing does say ''slim"" so I guess I walked into that one",True,,2025-02-20,R489,2025,2,February,26,Negative,Neutral
Knoxcamper,4.0,"Cheap Cover, Fairly Priced","Not perfect, but for a sub $10 cover, good value.",True,,2025-03-08,R490,2025,3,March,10,Neutral,Positive
Amazon Customer Renee,4.0,3.75 stars really,"While this fits my ipad perfectly and all the button cutouts line-up perfectly, the magnet that folds up in the back to hold it upright is very weak. I'm continually needing to readjust it to keep it from falling.",True,1.0,2025-01-09,R491,2025,1,January,39,Positive,Positive
Leeds73,4.0,Works well for the price,Works fine for the price. Just replaced previous identical model which lasted about 2 years of daily use,True,,2025-03-12,R492,2025,3,March,18,Neutral,Neutral
Jennie,4.0,Great fit. Sturdy,Great fit,True,,2025-03-13,R493,2025,3,March,2,Positive,Positive
Monique Thomas,4.0,It’s doable,Easy to put on although it doesn’t provide full coverage,True,,2025-03-04,R494,2025,3,March,10,Positive,Neutral
Ellisomr,4.0,Edge of fold delaminates easily.,"I bought one a year ago and the edge of the tri-fold part delaminated after a few months of holding it with that edge against my hand. But for the price, it’s ok I guess.",True,,2024-12-24,R495,2024,12,December,35,Positive,Positive
GDS,4.0,"Great economical case, easy to use.","Popped right on, no problems!I only use my Eye Pad at home, surfing the net and reading in bed mostly, so I really like a smaller case like this one.",True,,2024-12-23,R496,2024,12,December,30,Neutral,Positive
fdb-books,4.0,Good cover,I ordered the Navy blue and the back of the case looks transparent light blue in the picture on Amazon. The back is actually very dark blue and you can barely see the apple logo.,True,1.0,2024-12-16,R497,2024,12,December,35,Neutral,Positive
John Nevin,4.0,"Body fits well, feels nice, but cover is a bit too large.","I like this ipad 10 case, the body fits the ipad very well, and it feels very nice, but the folding cover is just a bit too large on two of the three sides instead of just a smooth finished edge.",True,,2024-12-02,R498,2024,12,December,41,Positive,Positive
John U.,4.0,Lacks non slip backing,Case works well except for it’s lacking a non slip backing.  When working on a hard surface it tends to slip around and could be easily knocked on the floor.,True,,2025-01-22,R499,2025,1,January,30,Neutral,Neutral
Debbi,4.0,It’s worth the price,"It protects iPad which is most important, but otherwise, not very functional as a stand. It was inexpensive and I couldn’t decide on any of the more expensive ones at the time… again it Is worth the price to cover for now.",True,1.0,2024-12-29,R500,2024,12,December,42,Positive,Positive
Tena McClanahan,4.0,10th Generation IPad Case,"Product as described, looks to be good quality. Don’t let the price fool you! Get ya one today!",True,,2025-01-24,R501,2025,1,January,18,Positive,Neutral
F.T. ,4.0,Durability,"The item looks exactly as shown, is very easy to assemble and not very difficult to hold in your hands even for a preschooler. I like that the case is still in excellent condition and the device has also held up through several falls. I dislike that the case isn’t very stable. It falls  down while trying to make it sit up if you’re using the flimsy stand to watch something.",True,1.0,2024-09-01,R502,2024,9,September,71,Positive,Neutral
Amazon Customer,4.0,"Good value, scratched my table","For the money, it works great. Easy to clip your IPad into. Hasn’t fallen out. The magnetic cover works well and I often use it to prop up the IPad to watch videos. The only real downside is that the plastic square around the back camera protrudes out and scratched one of my wooden tables. So be careful to lay it down on the magnetic cover side.",True,2.0,2024-10-30,R503,2024,10,October,67,Positive,Positive
2S Rich,4.0,Good one for my ipad,"I am using it, it's durable and looks nice on the iPad.",True,,2025-01-11,R504,2025,1,January,12,Positive,Positive
Mister Bee,4.0,Works as intended,Fair quality product at a fair price point,True,,2025-01-05,R505,2025,1,January,8,Positive,Neutral
J and J,4.0,Fits well and not slippery,"Bought this to cover an IPAD10.  The item arrived quickly, fit on the IPAD 10 easily.  The case is not slippery and provides safety without bulk.  Using the stand to hold the IPAD is simple and stable.  The case does not interfere with plugging in the power cord or using any of the buttons.Its what I would expect in a cover. No frills, therefore I gave it four stars.",True,2.0,2024-08-05,R506,2024,8,August,69,Positive,Neutral
Bernard Nisenholz,4.0,Satisfied,"Wish it folded lengthwise also, but other than that great case. Offers good protection",True,,2024-12-26,R507,2024,12,December,14,Positive,Positive
Pky,4.0,Good Product,Liked its design and perfectly fits.,True,1.0,2024-12-31,R508,2024,12,December,6,Positive,Positive
slm1949,4.0,New cover,Does as advertised. Perfect cover for my new I Pad.,True,,2024-12-29,R509,2024,12,December,10,Positive,Positive
Beveley Davis,4.0,Grand,Got it for my grand and she like it. If she liked it im good!,True,,2024-12-24,R510,2024,12,December,15,Positive,Positive
Marsha Holmes,4.0,iPad cover,Didn’t expect it to be plastic,True,,2024-12-30,R511,2024,12,December,6,Neutral,Neutral
Dave,4.0,Works great,This is everything it advertises it can do. I replaced this apple with my older apple and it works great.,True,,2024-12-11,R512,2024,12,December,20,Positive,Positive
Jim Mann,4.0,Good for the price,I use it for my personal ipad. The flap is not as sturdy as I would like.,True,1.0,2024-12-08,R513,2024,12,December,17,Neutral,Positive
Amazon Customer,4.0,iPad 10 case.,"I used it for my iPad 10 and I like it,ease installation and looks good.",True,,2024-12-09,R514,2024,12,December,15,Positive,Neutral
Dacia Watson,4.0,Fits perfectly,Fits perfectly but I hate the little Apple stickers on there it’s look weird of course I can take it off love the case itself though,True,,2024-11-25,R515,2024,11,November,26,Neutral,Positive
Mark Krause,4.0,Fits great.,Good price. Durable. Works well.,True,,2024-12-09,R516,2024,12,December,5,Positive,Positive
Aaron Frasier`,4.0,Good case,Really good case. I do wish the magnet was stronger that holds it closed.,True,,2024-11-21,R517,2024,11,November,14,Positive,Positive
Willy,4.0,Just a basik cover. Probably would want something better if you travel a lot with it.,See above for comments.,True,,2024-12-16,R518,2024,12,December,4,Neutral,Positive
Manuel Hidalgo,4.0,Aquí mi opinión,"Me agrado la textura , grosor y cómo encaja … no me gusta la poca potencia de los magnetos que sujetan la cubierta al cubrir la pantalla",True,,2024-10-21,R519,2024,10,October,27,Neutral,Neutral
nellik,4.0,Does it stand up?,Gave it a 4 bc I haven’t figured out how to stand  up the tablet with the case. Probably something easy.,True,,2024-10-14,R520,2024,10,October,21,Positive,Neutral
Donald Sanford,4.0,You get what you pay for,The case around the IPad fits snugly. The cover is oversized and flops around. Granted this was an $8.00 purchase so I can’t feel too bad. If you’re looking for a high quality product look elsewhere.,True,1.0,2024-09-22,R521,2024,9,September,36,Negative,Neutral
Jewel R. Holmberg,4.0,"Okay, but….","I already had this case for a previous iPad (and got one for a family member, too) and really loved it because it’s lightweight and simple, so I immediately ordered this one for my new iPad. Unfortunately, the cover portion is cut slightly too large, which makes it a little uncomfortable to hold. I’m getting used to it but will order a different cover soon.",True,,2024-06-10,R522,2024,6,June,65,Neutral,Positive
Amazon Customer,4.0,Works as advertised.,"Simple proxy really. Says what it does and does what it says. The only negative is that the edges are not soft at all. It’s like stiff piece of squared plastic under the covering. For the price though, works well enough.",True,,2024-09-02,R523,2024,9,September,41,Neutral,Neutral
Rapurdy,4.0,Good overall,"I gave this a four because there is no way to adjust the angle of the iPad when using it. This is important because I use this when delivering my sermons and pulpits generally have a slanted surface so the angle is even greater. I have figured out how to work this out though by placing the iPad a little farther away. Otherwise, this is an excellent product: easy to fold, easy to handle, and will protect the iPad's glass.",True,,2024-04-01,R524,2024,4,April,80,Positive,Positive
Amazon Customer,4.0,Don’t like it!  *Update*,"*Update*. I had originally written an unhappy review but upon further investigating I realize I got exactly what the description said I would get.  It isn’t the most sturdy but it does serve the purpose and it was very inexpensive.  I should have read the description better and not made a hasty decision.I was contacted and offered a refund, etc and I think that is great customer service!!!The back is hard plastic.  It does say that if you look at all the pictures before you buy it but I didn’t see it.Also the front is magnetic but there’s nothing for it to magnetize to; it just falls open.  Defeats the purpose of a cover!!!I’ll use it probably until the first time I drop it and then the plastic cover will shatter.Disappointed!",True,5.0,2023-05-31,R525,2023,5,May,131,Positive,Neutral
Luna Baloona,4.0,It works,Nice case but it’s not a 100% perfect fit. But good value for money.,True,,2024-10-04,R526,2024,10,October,14,Positive,Neutral
Fred B,4.0,Functional protects the iPad,"There is a fold pattern to tilt up the screen a bit. Somewhat flimsy. But the cover does its job, at a reasonable price",True,,2024-09-21,R527,2024,9,September,24,Positive,Neutral
Dawn Chaplin,4.0,iPad case,"It fits great easy installation, no issue getting it open, not bulky so has easy handling. Color is true to picture. The only thing I wish I had looked at is if it had a pencil holder that’s why it gets a 4 star.",True,,2024-07-27,R528,2024,7,July,44,Positive,Neutral
Amazon Customer,4.0,Nice sturdy case,"A nice sturdy protective case. Very thin. Downside - quite slippery and difficult to hold, could use some sort of handle or friction surface on one side otherwise very nice.",True,,2024-09-17,R529,2024,9,September,30,Neutral,Positive
Arlinda S. Boland,4.0,light weight,i have iPad to go with case due to lightweight,True,,2024-11-15,R530,2024,11,November,10,Negative,Positive
Ernesto,4.0,fits and covers,it fits well,True,,2024-11-22,R531,2024,11,November,3,Neutral,Neutral
Paul E.,4.0,Fit ipad as promised,Needed information on how to install but figured it out.,True,,2024-11-09,R532,2024,11,November,10,Neutral,Positive
notatam et redacta,4.0,"Could be better, but does one thing over covers did not do","Nice color. Mostly OK typical tablet cover. But there’s a few irksome differences from those I’ve bought in the past. The “translucent” back is a fingerprint magnet. I do not like how almost the entire the top of the tablet is left exposed. I have had oodles of tablets since 2011 and they’ve all had covers, and this is the first cover I have purchased that left this much of a tablet exposed.On the plus side — The cover is much sturdier than most other covers I have bought. The tablet can actually be turned around and a lower angle maintained. Other covers for other tablets have held that position for a minute or two and then began to sag. This cover stays put at the lower angle! Yay.",True,4.0,2023-01-02,R533,2023,1,January,129,Neutral,Positive
Jennifer Chukwukere,3.0,The pros and cons on having this iPad case,"I feel like the iPad case gets dirty really easily. I’ve had this for I think a month and there is a lot of like brown stains and maybe just me but I feel like it’s been very dirty like hold onto dirt really easily. I tried wiping it off. it’s like Clorox and like some other like some type of bleach cleaning supplies but like it’s hard to get off so honestly if you want something to solo clean when you for like for more than a month, I wouldn’t get this case but if you’re just using it to protect your iPad and you really care about how it looks like from the outside I would get this. I would say this is pretty strong. I’ve dropped my iPad like twice already and that my iPad has not broken the Ends of the iPad. It helps it a lot. I love it so much honestly, I would definitely get this again if this was broken but again it was also damaged when I received the package it’s like if there’s like a couple scratch scratch marks on here so I would say maybe that’s on Amazon part but I would say this is a really good product and I would definitely get it if you’re not wanting it to like look nice but if you wanted to look nice and stay like clean for more than a month, I would not get this case",True,2.0,2025-07-02,R534,2025,7,July,246,Positive,Neutral
M. Allen,3.0,Flimsy iPad Case,"I was expecting a bit more substance with this case.  The photos make it appear the case will hold the weight of the iPad to stand it up, and that just doesn't happen.  It's too flimsy for that.  I decided to keep it to use while I'm at home, but I'll be searching for a more substantial case to take on the road.  It comes in many colors with different price points.",True,,2025-08-12,R535,2025,8,August,72,Positive,Neutral
Tessaract01,3.0,What's it's on..it's on.,It's pretty and keeps the iPad safe. However it's super difficult to get the iPad out once it's in the case. I had to take the case off to clean the back and the cashier cracked on the corner. It's still attached but I don't anticipate holding on much longer and I'll be forced to buy a new one already after only having this for a few weeks.,True,,2025-08-18,R536,2025,8,August,68,Neutral,Neutral
Abby S,3.0,No pen holder! Otherwise pretty good,"I should've looked at the description better, but I thought there would have been a pen holding spot in the case. There was not. Everything else was great. I could get the case on and off easily, non-slippery, and buttons were easy to use. Would've been perfect with the pen holder area.",True,,2025-08-26,R537,2025,8,August,52,Positive,Positive
Omariana,3.0,ipad case,"The case does not stand as shown in the picture; that was the whole point of ordering this case, and it just falls when I try to bend it to get it to stand up. The color is nice, though.",True,,2025-08-18,R538,2025,8,August,40,Positive,Neutral
Mary Elizabeth Hill,3.0,Flimsy,This is not as thick and sturdy as I had hoped. The flap is a bit flimsy. I may end up buying a different one because I worry this won’t protect my screen as well as I had hoped.,True,,2025-08-19,R539,2025,8,August,39,Negative,Neutral
Jorden,3.0,Just a Simple Inexpensive Case That Provides Little Protection,"I rate this product a generous 3.  It is just a very basic inexpensive case made out of plastic.  It only provides minimum protection to your iPad.  The edges where you slip the iPad into are made out of hard plastic.  And there is no plastic on the long sides of the iPad, leaving the metal sides of the iPad exposed.  I ordered a more substantial PU leather case that provides more padded protection all around the edges with soft rubber edges. next to the sides of my iPad. Yes, my new leather case cost 3 times more money but is worth having a more substantial case that will best protect my iPad.  I tried to return this case for a refund but I had thrown away the original manufacturer's packing/box, so I couldn't return it.  This is basically a ""you get what you pay for"" learning experience.  In short, if you just want a very basic inexpensive plastic case, this case is ok.  But if you want a more substantial case that provides much more porotection for your iPad, keep shopping.",True,,2025-05-15,R540,2025,5,May,182,Positive,Neutral
Mickey,3.0,"Nice Case, No Pencil Holder","Very nice case, colors were nice and matched my blue iPad.  Unfortunately, it does not have a pencil holder so I returned it.",True,,2025-08-21,R541,2025,8,August,23,Positive,Positive
Reynaldo,3.0,Size issue,I was very excited for this because I liked the color but didn’t fit correctly was a bit too small.,True,,2025-08-21,R542,2025,8,August,20,Positive,Neutral
Sandra R.,3.0,Not sturdy,"Looks and feels nice,  but not very sturdy. The folio type stand is preferable for standing up the iPad.",True,,2025-08-26,R543,2025,8,August,19,Positive,Neutral
Linda Schumaker,3.0,Read the sizing information carefully,Read the sizing before you buy. It didn’t fit my iPad and I have to send it back.,True,,2025-08-22,R544,2025,8,August,18,Positive,Neutral
Jen hoyos,3.0,Pueden mejorar,"No o es resistente, se desajusta fácilmente",True,,2025-09-06,R545,2025,9,September,7,Neutral,Neutral
Kora,3.0,pretty good,pretty good,True,,2025-08-22,R546,2025,8,August,2,Positive,Positive
Charlotte,3.0,Cute case not impressed,"It’s a really cute case however it tips over constantly because it’s not wide enough on the base when you form it in a triangle. I would not recommend it at all. It does not work good on a Apple A16 iPad, very well at all",True,,2025-08-07,R547,2025,8,August,46,Neutral,Neutral
John D.,3.0,It's an okay case,"I found that my iPad would fall over in this case, if I tried to work on it....it was fine to watch a movie or video, but was not sturdy enough to actually work on it when open.",True,,2025-07-21,R548,2025,7,July,38,Positive,Positive
L Magpali,3.0,Only covers the front,covers only the front…!What the heck? The back of the iPad is completely bare leaving the camera completely unprotected.,True,,2025-07-14,R549,2025,7,July,19,Neutral,Neutral
James Ward Kirk,3.0,Burned Plastic,Arrived with burnt plastic on the front. I thought I could remove it but no luck. It does fit iPad well.,True,,2025-07-31,R550,2025,7,July,21,Positive,Neutral
Susan Ferguson,3.0,Did not hold up.,It has cracked and I just got it. I am seeing if I can get a replacement.,True,,2025-08-07,R551,2025,8,August,17,Neutral,Neutral
TMR,3.0,Hard to remove,Hard to remove if you need to do this frequently. It’s plastic clips not flexible. You can’t easily prop it up at an angle. It’s basic and you get what you pay for.,True,,2025-07-12,R552,2025,7,July,33,Neutral,Negative
Julie,3.0,Too small,Slightly too small,True,,2025-08-18,R553,2025,8,August,3,Negative,Negative
Saif Ur Rahman Hotek,3.0,Good,Good,True,,2025-08-21,R554,2025,8,August,1,Positive,Positive
Rick,3.0,Not a perfect fit,Not a tight fit around the iPad 11.  Some looseness.  My old iPad 7 with 3rd party case fit much better.,True,,2025-07-13,R555,2025,7,July,21,Positive,Neutral
Robert Wolf,3.0,Stand is near vertical and unstable.,The case fit perfectly but trying to use the folding segments as a stand does not work.  The segments are too narrow and short.  The iPad when “standing” is darn near vertical and unstable.  Very unhappy and would not recommend.  Customer service did contact me and we resolved the issue.  They get more stars because of their follow up in pursuit of excellence.,True,1.0,2025-06-11,R556,2025,6,June,63,Positive,Neutral
LURO,3.0,Smeh…,It’s ok…,True,,2025-07-20,R557,2025,7,July,2,Neutral,Neutral
MITRA Udit,3.0,"Not bad, could be better, I'm still satisfied.","This product fits my ipad perfectly. Two issues, it's a bit weighty. The long side on the case does not really cover or protect side on the ipad.",True,,2025-06-22,R558,2025,6,June,28,Positive,Positive
Scott Massar,3.0,Sufficient,"We don’t use our ipad very often, so this is perfect for our needs. Though I wouldn’t recommend it for someone that uses theirs frequently.",True,,2025-06-13,R559,2025,6,June,25,Positive,Neutral
Starfish,3.0,It is ok…,Why did you pick this product vs others?:Nice product by the only thing is there is no cover on the side.,True,,2025-06-23,R560,2025,6,June,21,Neutral,Neutral
Jan,3.0,iPad case,I was not aware the back is plastic. I don’t care for that. I will be looking to purchase something else.,True,,2025-07-03,R561,2025,7,July,21,Neutral,Neutral
Jeffrey Smith,3.0,The quality of the iPad protector was very poorly made,The product quality is not very good. Pretty flimsy and cheap quality. Pretty expensive for what I am getting.,True,,2025-06-16,R562,2025,6,June,19,Neutral,Negative
Patrick Braga,3.0,"No magnet on front cover, do not recommend for holding with your hands","Although the materials are nice and the cover does a good job of setting an iPad up at a tabletop, the front cover doesn't have a magnet to hold on to the back cover, so it's really awkward to hold an iPad in your hands with this cover on. The front cover keeps bending, flapping away, and slipping, so it's a lot of unnecessary effort. I would not recommend this if you plan on holding your iPad up with your hands, such as for reading music.",True,1.0,2025-05-01,R563,2025,5,May,86,Neutral,Neutral
Ruuhzoo,3.0,Weak Stand,The stand is flimsy and doesn’t hold my iPad up very well.  Love the color though.,True,,2025-07-04,R564,2025,7,July,16,Positive,Negative
PreethiGatla,3.0,Light use only,Looks good but easily getting stains and it has only one folded angle to view,True,,2025-06-15,R565,2025,6,June,15,Positive,Positive
Amazon Customer,3.0,Would not order this again.,Does not keep iPad up very good when you have it set for table top use.,True,,2025-07-04,R566,2025,7,July,16,Positive,Neutral
Richard Santos,3.0,Nice.,There was no gold on my cover. But it’s still nice.,True,,2025-07-12,R567,2025,7,July,11,Positive,Positive
Joy Brandon,3.0,Back is cheap,The back is hard plastic not the same as the front.,True,,2025-07-11,R568,2025,7,July,11,Neutral,Positive
antonique,3.0,Ok,Cute for a bit but it peeled really bad.,True,,2025-06-16,R569,2025,6,June,9,Neutral,Positive
Anthony Johnson,3.0,Gets dirty easily,It’s exactly what I thought it would be.,True,,2025-07-03,R570,2025,7,July,8,Positive,Neutral
Thomas P. wehrle,3.0,Too. Big,Not good size. Too big,True,,2025-07-04,R571,2025,7,July,5,Negative,Neutral
Dakota,3.0,It's more of a dull purple,The microfiber is barely there.,True,,2025-06-16,R572,2025,6,June,5,Neutral,Positive
Anon,3.0,Not flexible plastic,I am disappointed with this case. The screen protector side is soft and flexible but the back side where the tablet fits in is a harder plastic. It does not surround the whole tablet but clips on at the corners. It is a little slippery to hold as the back panel is a smoother harder type of plastic.,True,1.0,2025-05-14,R573,2025,5,May,58,Negative,Neutral
Randy Harris,3.0,Ok,It’s ok,True,,2025-06-29,R574,2025,6,June,2,Positive,Positive
Gemary,3.0,Not protective,Soft,True,,2025-07-09,R575,2025,7,July,1,Neutral,Neutral
Gray,3.0,Bulky,Bulky yet flimsy. The case will not hold up the screen. Update the seller contacted me with a lesson on how to fold. We learned that in kindergarten. Not helpful and very insulting!!! Update 2 They actually sent me a better case it works as intended. So just be careful which you buy,True,,2025-04-24,R576,2025,4,April,53,Negative,Neutral
Danny V.,3.0,Does not hold the iPad up securely.,"Over good quality and nice feel - the downside to it is that the “viewing angle” does not hold the iPad up, it slips and the magnet isn’t strong enough to lock it in. 3/5",True,1.0,2025-05-12,R577,2025,5,May,35,Positive,Positive
Bri,3.0,Flimsy,"Bought this as a quick option when I first got my iPad. Took off two stars bc it’s thin, flimsy, and it doesn’t even cover all the edges. Bought a better one on Amazon",True,,2025-05-09,R578,2025,5,May,34,Positive,Neutral
Chris O.,3.0,Weako magneto,Auto/sleep wake function doesn’t really work well… after reading some more reviews I realized it’s because the magnet is too weak to lock it. Otherwise a solid buy.,True,,2025-05-17,R579,2025,5,May,28,Neutral,Neutral
Amazon Customer,3.0,Ehh,The color of the case is accurate to the actual product. You can only fold the case in one direction- wish the product was more flexible.,True,,2025-05-26,R580,2025,5,May,26,Positive,Neutral
milton,3.0,Bend but good quality,"It fits perfectly but it came bend in both sides, but overall it wroks fine its durable. I fix it with a hair dryer and compression",True,,2025-05-16,R581,2025,5,May,26,Positive,Positive
N'A,3.0,"Cover Fine, Delivery Late","The cover fits but, the seller should not advertise ""Delivery Tomorrow"" if they cannot do it. Came in 3 days, not next day.",True,,2025-06-05,R582,2025,6,June,23,Neutral,Neutral
Patricia R.,3.0,Back is slick and may not protect as well.,Not protective enough for my needs.  The back is slick and I was afraid it would slide off a table easily.,True,,2025-05-23,R583,2025,5,May,21,Neutral,Negative
Denzel,3.0,It’s not the best . It started to fall out after a while,After a while the cover does not look good at all,True,,2025-06-08,R584,2025,6,June,11,Positive,Positive
cristian,3.0,Fits ipad 11 inch,"Looks great and fits the ipad, but it smelled like fish.",True,,2025-05-16,R585,2025,5,May,11,Positive,Neutral
Irma rivera,3.0,Bright color,"Beautiful color, but cheap the magnet is not working !",True,,2025-06-10,R586,2025,6,June,10,Positive,Positive
JAR,3.0,The ipad case lacked functionality.,"I ordered the Moko ipad case because it was reasonably priced, it seemed to have the features I wanted, and I loved the color choices. I chose Blue Starry Sky. However, when trying to use the new case, I was disappointed with its functionality. The plastic backshell did not seem durable and slipped around when it was on a hard surface. And the three-fold holder was flimsy and not sturdy enough to hold the ipad when I was trying to read, and it kept tipping over. I am going to order a different case and in the meantime, I appreciate that Amazon accepted my return request.",True,,2025-02-12,R587,2025,2,February,106,Neutral,Neutral
Edward,3.0,so so,would be great if it had a magnet to keep the lid closed,True,,2025-06-02,R588,2025,6,June,13,Positive,Neutral
Diego Zambrano Benavides,3.0,"Práctico, pero con tus huellas por todos lados","Es muy bueno y práctico; sin embargo, para ser un aparato que se manipula tanto con las manos, la funda es demasiado fácil de ensuciar. Las huellas digitales se adhieren con facilidad sobre la tapa y le dan un aspecto descuidado a la funda, por más que uno trate de mantenerla limpia. No es un material muy práctico para un uso tan constante del iPad.",True,,2025-04-01,R589,2025,4,April,65,Neutral,Neutral
Jamilie Lins,3.0,iPad case,Fits really good it’s good quality,True,,2025-05-22,R590,2025,5,May,6,Positive,Neutral
TK_551,3.0,Looks nice but doesn't stand,"It's an okay case for my 2025 Ipad A16. It fits well and looks nice. I wish it could hold my tablet like in the photo, but it isn't sturdy enough for that.",True,,2025-04-12,R591,2025,4,April,33,Positive,Positive
Johnny,3.0,It is not adapted to put the Apple pencil,"There's no room for the Apple Pencil. Good materials, but the Apple Pencil is annoying since it's not prone to falls.",True,,2025-04-20,R592,2025,4,April,21,Neutral,Neutral
Kushi_Here,3.0,Too Heavy Case - Be Mindful,"Heavy Case - iPad was very light and after installing this case, it became very heavy.",True,,2025-04-15,R593,2025,4,April,16,Neutral,Negative
Chuck,3.0,Very basic,"The back panel of this iPad cover is translucent hard plastic, like a phone case. All the holes in the case are where they need to be. The color is perhaps a half shade lighter than navy blue, but acceptable. There are no pockets or places to put accessories like a pen. This is an acceptable budget iPad cover with no frills. I purchased this on sale, (9) but would be less happy if I paid going full rate (19).",True,,2025-01-04,R594,2025,1,January,80,Neutral,Neutral
gia,3.0,Needs improvement,The color is pretty but the case pops off if the ipad is dropped..,True,,2025-04-23,R595,2025,4,April,14,Positive,Neutral
Kevin W.,3.0,Doesn’t hold its upright position well.,Doesn’t hold its position well. Weak magnet allows it to collapse easily.,True,,2025-04-24,R596,2025,4,April,12,Neutral,Neutral
SNew,3.0,Scratched furniture,"Fits good, works well but the hinges scratched my table.",True,,2025-04-21,R597,2025,4,April,10,Positive,Neutral
C. Paine,3.0,Very thin and slippery,"If you are a delicate person and you like slim features and you aren’t at all rough- sure this case works! Unfortunately, as it’s slick plastic it wants to sail off tables. The magnet holding the stand doesn’t take much to push it down either. It’s worked for a small amount of time but I’m replacing mine with a more durable one for sure!",True,,2025-01-12,R598,2025,1,January,64,Positive,Negative
Amazon Customer,3.0,Meh.,"It fits.  It’s a color I like.  I don’t like the stand.  It sags and I would prefer one that propped differently and had more options for angles.  If you like this type of case, then I think you’d like the quality.  Me? I’m going to find another after a couple of months not being happy with it.",True,,2025-02-05,R599,2025,2,February,58,Positive,Neutral
H Spring,3.0,Not recommend,"It’s ok.  Gets the job done, and I love the blue colour.  But after 2 weeks of using it [lightly] I can already see that it will fall apart soon.  I would recommend getting a more substantial cover that will last longer. Definitely just a cheap and cheerful piece of plastic.",True,,2025-03-26,R600,2025,3,March,51,Positive,Neutral
natalie,3.0,make sure you tape the pass code on the device.,"i got in couple times.  security code , is not a good idea, at least for me.  one wrong sign in and Im locked out fir 6 to 8 hours.  It has been days not being able to log in",True,,2025-02-14,R601,2025,2,February,40,Negative,Positive
William Martinez,3.0,So So,It looks nice. The hard frame fits so-so. It is loose on the corners. I had to go on a trip before I could use it so I missed the window for returns.,True,,2025-03-07,R602,2025,3,March,33,Neutral,Neutral
Nat,3.0,not very strong,"Looks very simple and sleek, just wish the magnet was a bit stronger. Half the time I try setting up my iPad, it just flops onto the case.",True,,2025-03-13,R603,2025,3,March,28,Neutral,Negative
Lis,3.0,Low quality,Decent but isn’t durable. I’ve had it for about 3 months now and a corner of plastic case has cracked off.,True,,2025-03-21,R604,2025,3,March,21,Positive,Neutral
JTK Out West,3.0,Does not feel rugged,"This case is adequate and will prevent errant scratches and scrapes from marring the screen. However,  I have used other, more heavy-duty cases in the past and I am probably spoiled by those. This one definitely feels lightweight and serve well as a stand. I doubt that it would prevent damage from a significant drop.",True,,2025-01-09,R605,2025,1,January,55,Positive,Neutral
Thomas  R  Bart,3.0,Bad cover,Case folds at the wrong place does not support IPad well,True,,2025-04-04,R606,2025,4,April,11,Negative,Negative
SheilaP,3.0,No place for pencil,"I liked that the case was hard and fit the ipad well.  It seems like it would protect the ipad well.  I don't like the way the stand works, it would collapse a lot, and I really wanted a place to store my stylus and this cover doesn't have a place for that.",True,,2025-01-20,R607,2025,1,January,53,Positive,Neutral
Prabha,3.0,Ipad case,Good enough for the price,True,,2025-04-11,R608,2025,4,April,5,Positive,Neutral
Regina,3.0,Had to return poor quality.,Poor quality,True,,2025-04-09,R609,2025,4,April,2,Negative,Negative
Cinnimini02,3.0,Looks like picture but impacts use,The cover being the way it is affects using the magnetic side where the pencil should stick when the case is closed. It seems a simple adjustment could allow for it to still be useful.,True,,2024-12-25,R610,2024,12,December,35,Neutral,Neutral
peppy,3.0,Not too bad,"This didn’t fit my 10th generation that good for me, and it didn’t come with a protective screen. I would have to buy that separately, so for that reason it didn’t work for me.",True,,2024-12-28,R611,2024,12,December,34,Positive,Negative
carmencr,3.0,Sistema de plegado algo obsoleto,"Tal como digo, no es el mejor sistema de plegado, es el clásico y no te permite tener el iPad en vertical, pero para el 10.9 es lo único que he visto.",True,,2025-02-18,R612,2025,2,February,32,Neutral,Neutral
Merve,3.0,Not Sturdy,"I love the color ""yellow"" and the case as a whole is very nice and fits perfectly on ipad 10th generation. HOWEVER... the whole point of buying this case was to be able to use it as a built in stand for the ipad but it is not sturdy to hold the weight of the ipad. it keeps slipping on its back... unfortunately i couldn't return because i had already got rid of the original packaging",True,,2024-09-16,R613,2024,9,September,76,Positive,Neutral
mimi,3.0,Good but came in dented,The product is pretty good and the quality is nice but it came dented on the top but still good. Love the clear at the back.,True,,2025-01-18,R614,2025,1,January,26,Positive,Positive
Amazon Customer,3.0,Functional,"Functional, but not quite as substantial as I would have liked.  I will use it until I need to replace it.",True,,2025-02-26,R615,2025,2,February,21,Positive,Neutral
Cody Rayburn,3.0,Stand doesn't work,"Looks great! Great price, but the kick stand doesn't work at all. Can't complain because of the price though.",True,,2025-03-07,R616,2025,3,March,19,Positive,Neutral
michael woodbury,3.0,Ok,Has lasted several months. Puts to much pressure on glass which causes flicker. Have tp remove when that happens.,True,,2025-03-13,R617,2025,3,March,19,Neutral,Positive
Sometimes unhappy,3.0,Not compatible with the iPad 10  Combo Touch,The hinge on the case is on the wrong side and blocks the use of any accessory connection such as a keyboard.,True,,2025-01-13,R618,2025,1,January,22,Negative,Neutral
Luvs2Read,3.0,Coming apart,"Fit well, but after only a month it’s coming apart on the sides.",True,,2025-02-12,R619,2025,2,February,13,Positive,Neutral
